epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,7941.1,1.26071,0.79358,1.25955,0.68073,0.63362,0.66852,0.35907,1.42791,0.90402,1.37592,0.0009209,0.0009209,0.0009209
111,8013.54,1.21997,0.77461,1.2277,0.70305,0.61813,0.67756,0.3608,1.41421,0.89278,1.3741,0.000911,0.000911,0.000911
112,8084.54,1.23501,0.78701,1.22872,0.70443,0.62277,0.68172,0.35943,1.41956,0.89218,1.37554,0.0009011,0.0009011,0.0009011
113,8155.32,1.23238,0.77208,1.22733,0.6761,0.65143,0.67611,0.36196,1.40543,0.89093,1.36888,0.0008912,0.0008912,0.0008912
114,8228.15,1.21998,0.77306,1.22308,0.67079,0.64756,0.67795,0.35527,1.42488,0.92452,1.38454,0.0008813,0.0008813,0.0008813
115,8299.18,1.24012,0.78154,1.24484,0.68841,0.62978,0.66312,0.35733,1.41562,0.8936,1.38646,0.0008714,0.0008714,0.0008714
116,8371.18,1.19936,0.75995,1.22807,0.68165,0.63981,0.67213,0.3511,1.42554,0.90375,1.39353,0.0008615,0.0008615,0.0008615
117,8444.7,1.23704,0.77737,1.23134,0.6627,0.65763,0.66812,0.35502,1.43053,0.87757,1.39134,0.0008516,0.0008516,0.0008516
118,8516.98,1.21135,0.77503,1.22211,0.67265,0.63904,0.67,0.3577,1.41327,0.88649,1.38521,0.0008417,0.0008417,0.0008417
119,8589.17,1.18572,0.74613,1.22115,0.68044,0.62015,0.66745,0.35449,1.44139,0.90872,1.40581,0.0008318,0.0008318,0.0008318
120,8660.54,1.22845,0.7666,1.21878,0.68227,0.63872,0.66768,0.35834,1.41723,0.88779,1.38738,0.0008219,0.0008219,0.0008219
121,8732.44,1.20923,0.75985,1.21552,0.69596,0.63672,0.6718,0.359,1.42265,0.89717,1.38405,0.000812,0.000812,0.000812
